City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
350,Kharan,PK,75.52,clear sky,28.5833,65.4167,Dil Aram Bangla
352,Torbay,CA,57.27,broken clouds,47.6666,-52.7314,Gallows Cove
353,Seoul,KR,67.51,overcast clouds,37.5683,126.9778,Lotte Hotel Seoul
354,Hearst,CA,71.85,clear sky,49.6835,-83.6665,Companion
355,Ravne,SI,51.64,light rain,45.9625,15.0128,Gostišče pri Francki Jože Stare s.p.
356,Zaragoza,ES,61.02,clear sky,41.6561,-0.8773,Hotel Goya
357,Puerto Del Rosario,ES,73.15,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
358,Daoukro,CI,72.34,light rain,7.0591,-3.9631,Komenan brou roseline
359,Tabou,CI,78.1,broken clouds,4.423,-7.3528,hotêl doufoulougou
360,Pombia,IT,55.26,clear sky,45.653,8.6336,Albergo Fontana
361,Weihai,CN,61.95,light rain,37.5017,122.1136,Beihai Travel Resort
362,Nizwa,OM,80.1,clear sky,22.9333,57.5333,Orient Apartments
363,Sala,MA,75.63,overcast clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
364,Carlsbad,US,78.64,scattered clouds,33.1581,-117.3506,Carlsbad Inn Beach Resort
365,Lisieux,FR,56.93,broken clouds,49.1667,0.1667,La ville au calme
366,Grand-Lahou,CI,77.47,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
367,Westport,US,69.28,overcast clouds,41.1415,-73.3579,The Westport Inn
368,Ambon,ID,75.34,thunderstorm with light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
369,Minudasht,IR,63.86,overcast clouds,37.2289,55.3747,Esteghlal Hotel Minoudasht
371,Niquero,CU,84.9,overcast clouds,20.0431,-77.5828,Islazul Niquero
373,Maralal,KE,64.06,overcast clouds,1.0968,36.698,Ngari Hill Ecolodge
375,Kloulklubed,PW,84.13,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
376,Bahia Honda,CU,83.28,light rain,22.9036,-83.1592,Casa Gualberto - Deysi
377,Vila,PT,58.33,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
378,Karwar,IN,75.43,overcast clouds,14.8,74.1333,Netalco Connects
379,Chapais,CA,64.18,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
380,Ibra,OM,79.99,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
382,Wajima,JP,66.81,few clouds,37.4,136.9,Wajiima Onsen Yashio
383,Mendi,PG,59.77,broken clouds,-6.1761,143.6513,Kiburu Lodge
386,Kasongo,CD,68.41,broken clouds,-4.45,26.6667,Guest Hôtel
388,Biak,ID,74.89,overcast clouds,-0.9131,122.8766,Penginapan Kim
389,Hami,CN,51.93,overcast clouds,42.8,93.45,Laoyutang Resort
390,Honiara,SB,84.47,broken clouds,-9.4333,159.95,Heritage Park Hotel
391,Odienne,CI,73.49,light rain,9.51,-7.5692,Oustaz Vame DIAKITE
392,Saint Anthony,US,75.29,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
393,Mindelo,CV,78.35,few clouds,16.8901,-24.9804,Hotel Gaudi
395,Owo,NG,71.73,broken clouds,7.1962,5.5868,The Chancery Hotel and Resort limited
396,Palembang,ID,73.02,light rain,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
397,Williamsport,US,73.42,overcast clouds,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
398,Djambala,CG,71.92,overcast clouds,-2.5447,14.7533,Hotel Ravin D'or
400,Payo,ID,71.6,scattered clouds,-3.7508,103.6372,Mess keban agung
401,El Mante,MX,89.85,clear sky,22.7333,-98.9667,Hotel San Luis
402,Changde,CN,60.19,overcast clouds,29.0464,111.6783,Kangshida Hotel
403,Road Town,VG,84.24,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
404,Camana,PE,64.94,overcast clouds,-16.6228,-72.7111,Hostal Morales
407,Lorengau,PG,80.19,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
409,Lima,PE,63.14,broken clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
410,Labunista,MK,51.48,overcast clouds,41.2686,20.5961,Pupin's House
411,Vaitape,PF,78.69,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
412,Ormara,PK,80.2,few clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
413,Luwuk,ID,75.72,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
415,Arani,IN,76.26,few clouds,12.6667,79.2833,KPK LODGE
416,Port Keats,AU,81.5,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
417,Acarau,BR,79.59,overcast clouds,-2.8856,-40.12,castelo pizzaria
418,Ibotirama,BR,90.45,broken clouds,-12.1853,-43.2206,Serra do Rio Hotel
419,Remerschen,LU,52.88,broken clouds,49.4886,6.3517,Hotel Perler Hof
420,Kibala,TD,76.41,overcast clouds,9.1104,18.3463,hotel safari
421,Acapulco,MX,87.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
422,Campobasso,IT,55.81,light rain,41.6333,14.5833,Le Casette al Colle
423,Villa Carlos Paz,AR,59.4,clear sky,-31.4241,-64.4978,Monte Carlo
424,Cidreira,BR,64.42,overcast clouds,-30.1811,-50.2056,Hotel Castelo
425,Cayenne,GF,82.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
427,Uyuni,BO,59.59,overcast clouds,-20.4597,-66.825,Hostal La Magia de Uyuni
428,Cockburn Town,TC,83.39,clear sky,21.4612,-71.1419,Osprey Beach Hotel
429,Auki,SB,83.53,overcast clouds,-8.7676,160.7034,Auki Motel
430,Los Llanos De Aridane,ES,67.75,few clouds,28.6585,-17.9182,Valle Aridane
431,Chulumani,BO,68.94,light rain,-16.4096,-67.5263,Hotel Cabanas Paradise
432,Gushikawa,JP,78.8,light rain,26.3544,127.8686,Kirari Guest House
433,Mahon,ES,64.96,scattered clouds,39.8885,4.2658,ARTIEM Capri
434,Tupaciguara,BR,86.92,overcast clouds,-18.5922,-48.705,Hotel Tupaciguara
439,Fayaoue,NC,74.1,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
440,Caluquembe,AO,66.27,overcast clouds,-13.7833,14.6833,Hotel Kalukembe
442,Pimenta Bueno,BR,83.53,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
443,Mogadishu,SO,77.61,broken clouds,2.0371,45.3438,Hotel Juba
444,Sorong,ID,78.82,overcast clouds,-0.8833,131.25,waigo splash hotel
445,Atwater,US,83.43,clear sky,37.3477,-120.6091,Applegate Inn
446,Jacareacanga,BR,84.07,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
447,Mount Gambier,AU,51.51,scattered clouds,-37.8333,140.7667,The Commodore
448,Portland,US,64.36,light rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
449,Carutapera,BR,80.29,overcast clouds,-1.195,-46.02,Lidera
450,Brasilia De Minas,BR,82.15,broken clouds,-16.2064,-44.4333,Hotel Neris
451,Campestre,BR,71.89,moderate rain,-21.7111,-46.2464,O Precinho
452,Pierre,US,80.28,clear sky,44.3683,-100.351,Ramkota Hotel
453,Nola,IT,62.15,light rain,40.922,14.5329,Villa Minieri Eventi
454,Caldwell,US,72.52,clear sky,43.6629,-116.6874,La Quinta Inn by Wyndham Caldwell
455,Ilhabela,BR,69.04,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
456,Tateyama,JP,70.02,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
457,Waingapu,ID,75.4,few clouds,-9.6567,120.2641,Pondok Wisata Elim
458,Mattru,SL,74.44,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
459,Morro Bay,US,84.74,broken clouds,35.3658,-120.8499,Inn at Morro Bay
460,Alexandria,EG,72.91,clear sky,31.2156,29.9553,Royal Crown Hotel
461,Saint-Paul,RE,69.89,clear sky,-21.0096,55.2707,Boucan Canot
462,Matara,LK,78.04,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
464,Samarai,PG,80.55,broken clouds,-10.6167,150.6667,Nuli Sapi
467,Ewa Beach,US,84.15,scattered clouds,21.3156,-158.0072,Uncle Junior Robert
469,Naze,JP,77.92,overcast clouds,28.3667,129.4833,オーベルジュ・アガルイ
470,Emerald,AU,75.97,clear sky,-23.5333,148.1667,The Irish Village
472,Pangai,TO,80.71,scattered clouds,-19.8,-174.35,Ha'apai Beach Resort
473,Tezu,IN,73.17,clear sky,27.9167,96.1667,Circuit House
479,Ayr,GB,58.1,broken clouds,55.4627,-4.6339,Mercure Ayr Hotel
483,Riviere-Au-Renard,CA,57.49,broken clouds,48.9957,-64.3971,Auberge Le Caribou
484,Ausa,ES,61.29,broken clouds,41.9271,2.2497,Up Rooms Vic Hotel ® - WEB OFICIAL
486,Lingao,CN,81.27,light rain,19.9103,109.6859,Lingao Ditai Inn
487,Ocampo,MX,66.96,broken clouds,21.65,-101.5,Casa de ratas
488,Lompoc,US,80.78,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
490,Mocuba,MZ,70.21,few clouds,-16.8392,36.9856,Phama Lodge
491,La Libertad,EC,69.46,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
492,Cherat,PK,64.33,clear sky,33.8233,71.8915,Faqeer Afzal Residency
493,Beckley,US,73.89,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
494,Maningrida,AU,80.33,scattered clouds,-12.0667,134.2667,Dhukurrdji Lodge
495,Fredericksburg,US,73.0,overcast clouds,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
496,Dunmore Town,BS,83.66,clear sky,25.5,-76.65,Coral Sands Hotel
497,Whitianga,NZ,60.57,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
498,Sabang,ID,80.42,light rain,5.8933,95.3214,Hotel Citra
500,Waddan,LY,73.17,clear sky,29.1614,16.139,محل الشريف محمد العايب
501,Sonqor,IR,54.41,clear sky,34.7837,47.6004,رینگ و لاستیک میلاد (غیاثی)
502,Ampanihy,MG,60.37,clear sky,-24.7,44.75,Angora Hotel
503,Tuatapere,NZ,58.82,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
504,Mawlaik,MM,75.33,few clouds,23.6333,94.4167,AKZ Guest House
505,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
506,Damme,DE,52.92,overcast clouds,52.5167,8.2,Waldhotel zum Bergsee Damme
507,Sochi,RU,53.69,broken clouds,43.6,39.7303,Bounty Hotel
508,Vao,NC,69.82,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
509,Amahai,ID,77.85,light rain,-3.3333,128.9167,HOTEL ISABELA
510,Prince Rupert,CA,50.09,clear sky,54.3161,-130.3201,Crest Hotel
511,Rurrenabaque,BO,85.98,scattered clouds,-14.4413,-67.5278,Casa de Campo
513,Shellbrook,CA,65.43,overcast clouds,53.2168,-106.4011,Shellbrook Hotel
514,Kawalu,ID,70.14,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
516,Tucumcari,US,84.04,clear sky,35.1717,-103.725,"Holiday Inn Express & Suites Tucumcari, an IHG Hotel"
518,Yeppoon,AU,71.38,clear sky,-23.1333,150.7333,Villa Mar Colina
519,Bagnolo Mella,IT,57.31,few clouds,45.4291,10.1844,Le Rondini
523,Parkes,AU,64.35,overcast clouds,-33.1333,148.1833,Station Motel
524,Hirara,JP,80.87,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
525,Marsa Matruh,EG,71.19,clear sky,31.3525,27.2453,Beau Site
528,Nchelenge,ZM,78.4,overcast clouds,-9.3451,28.734,KD Travellers Home
529,Chililabombwe,ZM,69.37,broken clouds,-12.3648,27.8229,Tabernacle Guest Lodge and Events (Under new management!)
531,Jacksonville,US,82.04,mist,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
532,Linhares,BR,72.37,broken clouds,-19.3911,-40.0722,Hotel Conceição
533,Halifax,CA,62.49,clear sky,44.6453,-63.5724,Hotel Halifax
534,Paso De Los Toros,UY,52.29,broken clouds,-32.8167,-56.5167,Complejo Isabelino
535,Fukue,JP,74.73,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
536,Roald,NO,53.17,broken clouds,62.5833,6.1333,Flem Cabins
538,Lindas,NO,51.71,broken clouds,60.7381,5.16,Westland Hotel AS
540,Noumea,NC,77.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
541,Limay,PH,77.14,overcast clouds,14.5333,120.55,Man's Forest Inland Resort a.k.a Manansala Resort
542,Oudtshoorn,ZA,53.96,clear sky,-33.5907,22.2014,Earthbound Guest House
544,Lanigan,CA,80.89,moderate rain,51.8501,-105.0344,Ross Inn
545,Moindou,NC,76.95,broken clouds,-21.6924,165.677,Gite de la RYAWA
546,Erzin,TR,64.0,clear sky,36.9559,36.2,Artemis Otel
549,Padang,ID,76.82,overcast clouds,-0.9492,100.3543,Mercure Padang
550,Lambarene,GA,73.45,light rain,-0.7001,10.2406,Le Refuge
551,Buraydah,SA,82.58,clear sky,26.326,43.975,فندق راحة السلام
552,Huilong,CN,80.04,light rain,31.8111,121.655,Hilton Garden Inn Qidong
553,Ocos,GT,91.9,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
555,Viransehir,TR,63.28,clear sky,37.2353,39.7631,Viranşehir Öğretmenevi
556,Ballitoville,ZA,65.25,broken clouds,-29.539,31.2144,Hampshire Hotel-Ballito
557,Visnes,NO,54.21,overcast clouds,59.3556,5.2242,Park Inn Haugesund Airport
558,Carmen,MX,84.24,broken clouds,18.6333,-91.8333,Hotel Lossandes
559,Talcahuano,CL,64.08,clear sky,-36.7167,-73.1167,departamento comodo
560,Chapulco,MX,66.16,broken clouds,18.6083,-97.4167,Ex Hacienda El Carmen
561,Piacabucu,BR,75.31,few clouds,-10.4056,-36.4344,Piaçabuçu News
562,Sao Joao Da Barra,BR,71.76,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
563,Camden,US,69.93,broken clouds,39.7835,-74.9663,Days Inn by Wyndham Berlin Voorhees
564,Guilin,CN,73.51,clear sky,25.2819,110.2864,Grand 0773 Hotel
565,Rio Cuarto,AR,55.17,clear sky,-33.1307,-64.3499,Grand Hotel Río Cuarto
566,Barcelos,PT,68.92,clear sky,41.5388,-8.6151,Hotel Do Terço
569,Powell,US,76.19,moderate rain,40.1578,-83.0752,The Brig
570,Ingham,US,66.99,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
571,Te Anau,NZ,52.36,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
573,Camacha,PT,69.53,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
574,Coihaique,CL,51.75,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
576,Mount Pleasant,US,78.8,mist,32.7941,-79.8626,Best Western Patriots Point
578,Gallup,US,69.64,few clouds,35.5281,-108.7426,El Capitan Motel
579,Morehead,US,78.51,overcast clouds,37.2711,-87.1764,CCI Express Inn
580,Banda Aceh,ID,76.8,moderate rain,5.5577,95.3222,Sulthan Hotel International
581,Hokitika,NZ,57.18,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
584,Pacific Grove,US,72.61,clear sky,36.6177,-121.9166,Lovers Point Inn
585,Frontera,MX,88.11,clear sky,26.9333,-101.45,Casagrande Hotel
586,Manokwari,ID,79.47,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
587,Nampula,MZ,69.75,clear sky,-15.1165,39.2666,BUTIK Hotel
591,Chokwe,MZ,70.65,broken clouds,-24.5333,32.9833,Complexo Sonho Real
593,Zwedru,LR,72.32,overcast clouds,6.0667,-8.1281,Elijah Worjloh
594,Challans,FR,51.71,few clouds,46.8436,-1.8749,Citotel Le Challans
596,Cairns,AU,83.95,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
597,Saint-Pierre,RE,69.48,few clouds,-21.3393,55.4781,Lindsey Hôtel
598,Pedregulho,BR,72.5,broken clouds,-20.2569,-47.4767,Motel Segredo
600,Denpasar,ID,76.71,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
601,Phan Thiet,VN,74.84,overcast clouds,10.9333,108.1,Hotel Saigon-PT
602,Igbo Ora,NG,73.87,overcast clouds,7.4333,3.2833,Pinkbell Inn
604,Nantucket,US,65.01,clear sky,41.2835,-70.0995,Jared Coffin House
606,Chitral,PK,64.18,clear sky,35.8462,71.7858,PTDC Motel Chitral
608,Linxia,CN,52.7,broken clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
611,Sao Jose Da Coroa Grande,BR,76.3,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
613,Antofagasta,CL,58.28,overcast clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
614,Sona,IT,56.84,broken clouds,45.4388,10.8255,Hotel Krystal
615,Nago,JP,79.65,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
616,Labelle,US,90.16,light rain,26.7617,-81.4384,Port LaBelle Inn
617,Olbia,IT,64.45,clear sky,40.9214,9.4856,Hotel Centrale Olbia
619,Sept-Iles,CA,61.32,scattered clouds,50.2001,-66.3821,Comfort Inn
621,Ndola,ZM,57.74,clear sky,-12.9587,28.6366,Chabanga Lodge iSpot
622,Nagua,DO,84.25,scattered clouds,19.3832,-69.8474,Hotel Cambri
623,Kristiinankaupunki,FI,51.96,overcast clouds,62.2743,21.376,Hotel Alma
624,Ruteng,ID,61.41,broken clouds,-8.6136,120.4721,Hotel FX 72
626,Murray Bridge,AU,55.49,clear sky,-35.1167,139.2667,Balcony On Sixth Lodge
631,Kankon,IN,75.0,overcast clouds,15.0167,74.0167,Palolem Beach Resort
633,Ferry Pass,US,83.64,clear sky,30.5102,-87.2125,Hampton Inn Pensacola-Airport (Cordova Mall Area)
634,Kokopo,PG,79.81,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
635,Plettenberg Bay,ZA,59.47,few clouds,-34.0527,23.3716,Thanda Vista B&B
636,Jishou,CN,63.39,broken clouds,28.3167,109.7167,7 Days Inn
637,Austin,US,90.86,clear sky,30.2672,-97.7431,The Driskill - In the Unbound Collection by Hyatt
638,Mapimi,MX,84.97,clear sky,25.8167,-103.85,Propiedad Lldm
639,Celestun,MX,83.21,broken clouds,20.8667,-90.4,Posada Lilia
640,Palu,ID,74.3,scattered clouds,-0.8917,119.8707,Hotel Santika Palu
641,Hays,US,88.97,clear sky,30.0502,-98.0336,Sinya on Lone Man Creek
642,Port-Gentil,GA,77.16,overcast clouds,-0.7193,8.7815,Fengshui Residence
643,Dhidhdhoo,MV,81.79,overcast clouds,6.8833,73.1,Dhidhoo beach
645,Maldonado,UY,52.99,broken clouds,-34.6667,-54.9167,La Cimarrona
646,Ngunguru,NZ,61.16,light rain,-35.6167,174.5,Pacific Rendezvous Motel Resort
647,Pekan,MY,77.11,overcast clouds,3.4836,103.3996,Pekan Budget Hotel
650,Bacolod,PH,77.45,broken clouds,10.6667,122.95,Planta Hotel & Residences
651,Rawah,IQ,71.65,clear sky,34.4816,41.9093,ديوان الشيخ نامق محسن الراوي
652,Ugoofaaru,MV,82.42,overcast clouds,5.6667,73.0,Ungoofaaru Inn
655,Mount Isa,AU,85.77,few clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
656,Ketchikan,US,50.47,few clouds,55.3422,-131.6461,Snow's Cove Lodge
657,Amuntai,ID,72.7,overcast clouds,-2.4177,115.2494,Hotel Balqis
660,Senanga,ZM,74.89,light rain,-16.1167,23.2667,Zango lodge
661,Barra Do Garcas,BR,92.12,broken clouds,-15.89,-52.2567,Hotel Pousada Tropical
662,Gat,IL,70.81,clear sky,31.61,34.7642,OlusHome
663,Meadow Lake,US,79.61,clear sky,34.8014,-106.5436,TumbleWeed RV Park
664,San Isidro,PE,64.26,broken clouds,-12.1167,-77.05,Soul Mate-Inn
665,Porto Novo,BJ,78.62,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
666,Parczew,PL,50.61,overcast clouds,51.6402,22.9006,Hotel Resturacja Orion - Parczew
668,Yarada,IN,82.72,few clouds,17.65,83.2667,Jeevan
669,Floro,NO,50.23,broken clouds,61.5996,5.0328,Kinn Hotell Florø
670,Bien Hoa,VN,76.98,overcast clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
671,Qujing,CN,59.52,overcast clouds,25.4833,103.7833,Yulong Hotel
672,Moree,AU,60.82,broken clouds,-29.4667,149.85,Molika Springs Motel
673,Tres Lagoas,BR,84.16,scattered clouds,-20.7511,-51.6783,Druds Express Hotel
674,Prato,IT,61.34,broken clouds,43.8843,11.0909,HOTEL TOSCANA
