City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
447,Mount Gambier,AU,-37.8333,140.7667,51.51,60,25,8.81,scattered clouds
448,Portland,US,45.5234,-122.6762,64.36,65,75,4.0,light rain
449,Carutapera,BR,-1.195,-46.02,80.29,81,99,6.96,overcast clouds
450,Brasilia De Minas,BR,-16.2064,-44.4333,82.15,35,63,4.25,broken clouds
451,Campestre,BR,-21.7111,-46.2464,71.89,68,54,4.97,moderate rain
452,Pierre,US,44.3683,-100.351,80.28,32,1,8.01,clear sky
453,Nola,IT,40.922,14.5329,62.15,92,77,4.85,light rain
454,Caldwell,US,43.6629,-116.6874,72.52,35,1,13.8,clear sky
455,Ilhabela,BR,-23.7781,-45.3581,69.04,93,83,8.81,broken clouds
456,Tateyama,JP,34.9833,139.8667,70.02,76,100,11.74,overcast clouds
457,Waingapu,ID,-9.6567,120.2641,75.4,80,20,5.44,few clouds
458,Mattru,SL,7.6244,-11.8332,74.44,97,87,2.93,light rain
459,Morro Bay,US,35.3658,-120.8499,84.74,61,72,4.0,broken clouds
460,Alexandria,EG,31.2156,29.9553,72.91,68,0,6.89,clear sky
461,Saint-Paul,RE,-21.0096,55.2707,69.89,84,1,3.47,clear sky
462,Matara,LK,5.9485,80.5353,78.04,90,44,7.72,scattered clouds
463,Cibitoke,BI,-2.8833,29.25,63.5,78,33,4.85,scattered clouds
464,Samarai,PG,-10.6167,150.6667,80.55,82,75,7.52,broken clouds
465,Mikun,RU,62.3547,50.0771,37.78,94,33,7.36,scattered clouds
466,Zyryanovsk,KZ,49.7386,84.2719,27.41,85,75,3.11,broken clouds
467,Ewa Beach,US,21.3156,-158.0072,84.15,56,40,12.66,scattered clouds
468,Kautokeino,NO,69.0125,23.0412,39.07,91,100,7.38,overcast clouds
469,Naze,JP,28.3667,129.4833,77.92,73,97,14.07,overcast clouds
470,Emerald,AU,-23.5333,148.1667,75.97,42,0,13.15,clear sky
471,Maniitsoq,GL,65.4167,-52.9,36.36,83,100,6.53,overcast clouds
472,Pangai,TO,-19.8,-174.35,80.71,69,40,11.5,scattered clouds
473,Tezu,IN,27.9167,96.1667,73.17,77,0,3.0,clear sky
474,Pinega,RU,64.7001,43.3936,46.45,78,100,11.74,overcast clouds
475,Rudnyy,KZ,52.9594,63.1206,36.19,70,7,4.43,clear sky
476,Ercis,TR,39.0287,43.3586,40.6,63,0,5.59,clear sky
477,Berlevag,NO,70.8578,29.0864,40.95,87,75,8.05,broken clouds
478,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,64,20,8.95,few clouds
479,Ayr,GB,55.4627,-4.6339,58.1,94,75,9.22,broken clouds
480,Pangnirtung,CA,66.1451,-65.7125,37.62,70,80,6.4,broken clouds
481,Kanevskaya,RU,46.0849,38.9596,46.54,48,12,19.66,few clouds
482,Gamba,GA,-2.65,10.0,74.98,82,100,6.13,overcast clouds
483,Riviere-Au-Renard,CA,48.9957,-64.3971,57.49,69,82,12.3,broken clouds
484,Ausa,ES,41.9271,2.2497,61.29,94,84,1.81,broken clouds
485,De-Kastri,RU,51.4667,140.7833,37.56,73,67,5.03,broken clouds
486,Lingao,CN,19.9103,109.6859,81.27,83,100,24.25,light rain
487,Ocampo,MX,21.65,-101.5,66.96,63,62,9.86,broken clouds
488,Lompoc,US,34.6391,-120.4579,80.78,71,1,12.66,clear sky
489,Erzurum,TR,40.0,41.5,33.48,79,10,5.08,clear sky
490,Mocuba,MZ,-16.8392,36.9856,70.21,82,14,2.21,few clouds
491,La Libertad,EC,-2.2333,-80.9,69.46,83,75,6.91,broken clouds
492,Cherat,PK,33.8233,71.8915,64.33,52,0,2.46,clear sky
493,Beckley,US,37.7782,-81.1882,73.89,83,1,3.0,clear sky
494,Maningrida,AU,-12.0667,134.2667,80.33,73,42,3.98,scattered clouds
495,Fredericksburg,US,38.3032,-77.4605,73.0,86,90,1.99,overcast clouds
496,Dunmore Town,BS,25.5,-76.65,83.66,73,2,16.17,clear sky
497,Whitianga,NZ,-36.8333,175.7,60.57,94,100,11.68,overcast clouds
498,Sabang,ID,5.8933,95.3214,80.42,79,100,15.84,light rain
499,Babushkin,RU,51.7122,105.8647,39.72,85,12,3.6,few clouds
500,Waddan,LY,29.1614,16.139,73.17,33,0,6.38,clear sky
501,Sonqor,IR,34.7837,47.6004,54.41,60,0,2.13,clear sky
502,Ampanihy,MG,-24.7,44.75,60.37,71,0,7.81,clear sky
503,Tuatapere,NZ,-46.1333,167.6833,58.82,63,96,5.26,overcast clouds
504,Mawlaik,MM,23.6333,94.4167,75.33,90,17,0.74,few clouds
505,Alofi,NU,-19.0595,-169.9187,80.49,74,75,12.66,broken clouds
506,Damme,DE,52.5167,8.2,52.92,91,87,1.19,overcast clouds
507,Sochi,RU,43.6,39.7303,53.69,77,84,3.85,broken clouds
508,Vao,NC,-22.6667,167.4833,69.82,62,0,16.96,clear sky
509,Amahai,ID,-3.3333,128.9167,77.85,85,100,1.83,light rain
510,Prince Rupert,CA,54.3161,-130.3201,50.09,66,1,5.75,clear sky
511,Rurrenabaque,BO,-14.4413,-67.5278,85.98,51,44,2.95,scattered clouds
512,Samashki,RU,43.2906,45.3014,46.15,85,100,7.29,overcast clouds
513,Shellbrook,CA,53.2168,-106.4011,65.43,19,100,7.65,overcast clouds
514,Kawalu,ID,-7.3817,108.2082,70.14,96,100,1.63,overcast clouds
515,Asau,RO,46.4333,26.4,49.75,91,93,2.91,overcast clouds
516,Tucumcari,US,35.1717,-103.725,84.04,23,1,12.66,clear sky
517,Naryan-Mar,RU,67.6713,53.087,46.36,84,100,18.43,overcast clouds
518,Yeppoon,AU,-23.1333,150.7333,71.38,59,0,9.75,clear sky
519,Bagnolo Mella,IT,45.4291,10.1844,57.31,89,20,3.44,few clouds
520,Lasa,IT,46.6166,10.7002,43.7,95,85,8.77,overcast clouds
521,Tommot,RU,58.9564,126.2925,29.82,95,100,2.95,light snow
522,Hofn,IS,64.2539,-15.2082,40.91,83,100,18.39,overcast clouds
523,Parkes,AU,-33.1333,148.1833,64.35,36,89,3.0,overcast clouds
524,Hirara,JP,24.8,125.2833,80.87,94,75,6.91,broken clouds
525,Marsa Matruh,EG,31.3525,27.2453,71.19,64,0,16.37,clear sky
526,Tres Arroyos,AR,-38.3739,-60.2798,44.35,72,36,7.45,scattered clouds
527,Ust-Kuyga,RU,70.0167,135.6,22.26,86,100,6.33,overcast clouds
528,Nchelenge,ZM,-9.3451,28.734,78.4,53,98,3.8,overcast clouds
529,Chililabombwe,ZM,-12.3648,27.8229,69.37,42,58,5.48,broken clouds
530,Deputatskiy,RU,69.3,139.9,19.2,92,100,4.79,overcast clouds
531,Jacksonville,US,30.3322,-81.6556,82.04,84,1,0.0,mist
532,Linhares,BR,-19.3911,-40.0722,72.37,88,68,5.61,broken clouds
533,Halifax,CA,44.6453,-63.5724,62.49,76,6,1.14,clear sky
534,Paso De Los Toros,UY,-32.8167,-56.5167,52.29,69,54,14.05,broken clouds
535,Fukue,JP,32.6881,128.8419,74.73,64,0,2.1,clear sky
536,Roald,NO,62.5833,6.1333,53.17,81,75,19.57,broken clouds
537,Rozkishne,UA,48.5074,39.3004,40.44,42,4,11.99,clear sky
538,Lindas,NO,60.7381,5.16,51.71,85,70,3.22,broken clouds
539,Vanavara,RU,60.34,102.2797,28.85,92,100,11.9,light snow
540,Noumea,NC,-22.2763,166.4572,77.0,99,59,10.58,broken clouds
541,Limay,PH,14.5333,120.55,77.14,88,100,5.44,overcast clouds
542,Oudtshoorn,ZA,-33.5907,22.2014,53.96,87,7,2.95,clear sky
543,Ishigaki,JP,24.3448,124.1572,82.53,89,75,6.91,broken clouds
544,Lanigan,CA,51.8501,-105.0344,80.89,13,100,15.7,moderate rain
545,Moindou,NC,-21.6924,165.677,76.95,63,61,12.46,broken clouds
546,Erzin,TR,36.9559,36.2,64.0,29,0,3.78,clear sky
547,Kosh-Agach,RU,50.0,88.6667,22.62,75,98,7.02,light snow
548,Lumeje,AO,-11.55,20.7833,66.0,82,100,4.56,overcast clouds
549,Padang,ID,-0.9492,100.3543,76.82,85,100,2.93,overcast clouds
550,Lambarene,GA,-0.7001,10.2406,73.45,95,100,4.72,light rain
551,Buraydah,SA,26.326,43.975,82.58,19,0,9.33,clear sky
552,Huilong,CN,31.8111,121.655,80.04,88,13,9.46,light rain
553,Ocos,GT,14.5094,-92.1933,91.9,71,77,4.59,broken clouds
554,Mishan,CN,45.55,131.8833,46.33,64,100,1.52,overcast clouds
555,Viransehir,TR,37.2353,39.7631,63.28,27,0,6.71,clear sky
556,Ballitoville,ZA,-29.539,31.2144,65.25,88,75,3.44,broken clouds
557,Visnes,NO,59.3556,5.2242,54.21,87,90,6.91,overcast clouds
558,Carmen,MX,18.6333,-91.8333,84.24,74,75,5.75,broken clouds
559,Talcahuano,CL,-36.7167,-73.1167,64.08,52,0,14.97,clear sky
560,Chapulco,MX,18.6083,-97.4167,66.16,68,79,9.24,broken clouds
561,Piacabucu,BR,-10.4056,-36.4344,75.31,81,14,7.29,few clouds
562,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.76,83,95,10.45,overcast clouds
563,Camden,US,39.7835,-74.9663,69.93,85,58,1.01,broken clouds
564,Guilin,CN,25.2819,110.2864,73.51,78,0,8.99,clear sky
565,Rio Cuarto,AR,-33.1307,-64.3499,55.17,38,0,8.05,clear sky
566,Barcelos,PT,41.5388,-8.6151,68.92,76,7,3.58,clear sky
567,Slave Lake,CA,55.2834,-114.769,44.58,76,75,13.8,broken clouds
568,Zakamensk,RU,50.3741,103.2863,32.52,80,100,1.66,overcast clouds
569,Powell,US,40.1578,-83.0752,76.19,89,75,1.01,moderate rain
570,Ingham,US,42.6,-84.3833,66.99,82,90,0.0,overcast clouds
571,Te Anau,NZ,-45.4167,167.7167,52.36,77,85,3.22,light rain
572,Saint-Francois,FR,46.4154,3.9054,43.68,99,50,4.61,mist
573,Camacha,PT,33.0833,-16.3333,69.53,78,20,8.05,few clouds
574,Coihaique,CL,-45.5752,-72.0662,51.75,46,40,6.91,scattered clouds
575,Tulun,RU,54.5611,100.5792,29.8,89,96,1.36,overcast clouds
576,Mount Pleasant,US,32.7941,-79.8626,78.8,96,75,1.01,mist
577,Zhaoyang,CN,42.682,126.0305,46.06,91,100,6.11,overcast clouds
578,Gallup,US,35.5281,-108.7426,69.64,46,20,4.0,few clouds
579,Morehead,US,37.2711,-87.1764,78.51,75,90,8.05,overcast clouds
580,Banda Aceh,ID,5.5577,95.3222,76.8,85,100,6.85,moderate rain
581,Hokitika,NZ,-42.7167,170.9667,57.18,87,98,11.14,overcast clouds
582,Bara,NG,10.3744,10.7288,79.18,65,87,4.47,overcast clouds
583,Henties Bay,NA,-22.116,14.2845,55.85,85,0,3.78,clear sky
584,Pacific Grove,US,36.6177,-121.9166,72.61,74,1,5.99,clear sky
585,Frontera,MX,26.9333,-101.45,88.11,22,5,9.82,clear sky
586,Manokwari,ID,-0.8667,134.0833,79.47,75,100,1.92,overcast clouds
587,Nampula,MZ,-15.1165,39.2666,69.75,83,0,10.36,clear sky
588,Dire,ML,12.2833,-10.9667,75.69,88,92,0.67,overcast clouds
589,Aklavik,CA,68.2191,-135.0107,40.03,77,100,8.7,overcast clouds
590,Verkhnevilyuysk,RU,63.4453,120.3167,28.67,82,97,10.22,overcast clouds
591,Chokwe,MZ,-24.5333,32.9833,70.65,76,75,7.92,broken clouds
592,Puteyets,RU,65.1716,57.091,44.24,82,100,9.75,overcast clouds
593,Zwedru,LR,6.0667,-8.1281,72.32,98,94,2.86,overcast clouds
594,Challans,FR,46.8436,-1.8749,51.71,78,21,2.51,few clouds
595,Lukovetskiy,RU,64.2956,41.9211,49.98,85,97,10.0,overcast clouds
596,Cairns,AU,-16.9167,145.7667,83.95,77,75,9.22,broken clouds
597,Saint-Pierre,RE,-21.3393,55.4781,69.48,78,20,5.75,few clouds
598,Pedregulho,BR,-20.2569,-47.4767,72.5,67,73,6.4,broken clouds
599,Magadan,RU,59.5667,150.8,27.36,46,14,3.18,few clouds
600,Denpasar,ID,-8.65,115.2167,76.71,78,40,1.14,scattered clouds
601,Phan Thiet,VN,10.9333,108.1,74.84,91,94,7.78,overcast clouds
602,Igbo Ora,NG,7.4333,3.2833,73.87,95,100,4.83,overcast clouds
603,Moshenskoye,RU,58.5102,34.5911,40.71,83,4,6.44,clear sky
604,Nantucket,US,41.2835,-70.0995,65.01,72,1,5.75,clear sky
605,Saumur,FR,47.3333,-0.25,48.88,82,47,5.3,scattered clouds
606,Chitral,PK,35.8462,71.7858,64.18,35,0,6.31,clear sky
607,Lugovoy,KZ,42.9472,72.7644,37.06,89,100,4.32,overcast clouds
608,Linxia,CN,35.6003,103.2064,52.7,71,69,0.65,broken clouds
609,Bagdarin,RU,54.4333,113.6,28.24,71,42,5.01,scattered clouds
610,Staraya Russa,RU,57.9944,31.3608,43.92,74,0,8.19,clear sky
611,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.3,82,34,9.42,scattered clouds
612,Kaniama,CD,-7.5667,24.1833,66.92,94,92,3.56,overcast clouds
613,Antofagasta,CL,-23.65,-70.4,58.28,71,96,5.41,overcast clouds
614,Sona,IT,45.4388,10.8255,56.84,74,78,1.61,broken clouds
615,Nago,JP,26.5881,127.9761,79.65,84,98,12.66,overcast clouds
616,Labelle,US,26.7617,-81.4384,90.16,59,63,6.22,light rain
617,Olbia,IT,40.9214,9.4856,64.45,55,0,20.71,clear sky
618,Zapadnaya Dvina,RU,56.259,32.0745,40.3,84,0,6.69,clear sky
619,Sept-Iles,CA,50.2001,-66.3821,61.32,31,40,6.91,scattered clouds
620,Yumen,CN,40.2833,97.2,47.79,50,83,4.59,broken clouds
621,Ndola,ZM,-12.9587,28.6366,57.74,41,2,4.0,clear sky
622,Nagua,DO,19.3832,-69.8474,84.25,79,40,11.5,scattered clouds
623,Kristiinankaupunki,FI,62.2743,21.376,51.96,93,100,21.85,overcast clouds
624,Ruteng,ID,-8.6136,120.4721,61.41,92,63,2.3,broken clouds
625,Kenai,US,60.5544,-151.2583,44.15,97,90,0.0,mist
626,Murray Bridge,AU,-35.1167,139.2667,55.49,53,9,10.85,clear sky
627,Salym,RU,60.0625,71.4789,36.3,95,100,7.11,overcast clouds
628,Zhengjiatun,CN,43.5064,123.5064,42.42,63,7,6.33,clear sky
629,Vestmanna,FO,62.1564,-7.1664,43.72,93,90,21.85,overcast clouds
630,Solnechnyy,RU,50.7214,136.6319,33.75,55,16,3.2,few clouds
631,Kankon,IN,15.0167,74.0167,75.0,95,100,2.93,overcast clouds
632,Taoudenni,ML,22.6783,-3.9836,93.67,8,3,12.33,clear sky
633,Ferry Pass,US,30.5102,-87.2125,83.64,82,1,11.5,clear sky
634,Kokopo,PG,-4.352,152.2633,79.81,77,82,2.73,broken clouds
635,Plettenberg Bay,ZA,-34.0527,23.3716,59.47,91,21,5.48,few clouds
636,Jishou,CN,28.3167,109.7167,63.39,81,63,4.83,broken clouds
637,Austin,US,30.2672,-97.7431,90.86,34,1,5.99,clear sky
638,Mapimi,MX,25.8167,-103.85,84.97,29,3,7.54,clear sky
639,Celestun,MX,20.8667,-90.4,83.21,73,65,9.35,broken clouds
640,Palu,ID,-0.8917,119.8707,74.3,94,46,2.48,scattered clouds
641,Hays,US,30.0502,-98.0336,88.97,34,9,4.0,clear sky
642,Port-Gentil,GA,-0.7193,8.7815,77.16,81,100,14.16,overcast clouds
643,Dhidhdhoo,MV,6.8833,73.1,81.79,80,100,14.76,overcast clouds
644,Awjilah,LY,29.1081,21.2869,68.59,52,0,8.52,clear sky
645,Maldonado,UY,-34.6667,-54.9167,52.99,62,66,17.29,broken clouds
646,Ngunguru,NZ,-35.6167,174.5,61.16,97,100,5.82,light rain
647,Pekan,MY,3.4836,103.3996,77.11,89,100,5.3,overcast clouds
648,Grebanu,RO,45.3833,26.9667,46.15,76,89,6.69,overcast clouds
649,Serebryanyy Bor,RU,56.8,124.8,25.11,87,100,2.24,overcast clouds
650,Bacolod,PH,10.6667,122.95,77.45,89,84,2.26,broken clouds
651,Rawah,IQ,34.4816,41.9093,71.65,25,0,9.4,clear sky
652,Ugoofaaru,MV,5.6667,73.0,82.42,78,94,15.59,overcast clouds
653,Daitari,IN,21.1,85.75,73.17,88,14,1.12,few clouds
654,Tsaratanana,MG,-16.7833,47.65,73.6,56,94,2.84,overcast clouds
655,Mount Isa,AU,-20.7333,139.5,85.77,30,15,5.75,few clouds
656,Ketchikan,US,55.3422,-131.6461,50.47,57,20,9.22,few clouds
657,Amuntai,ID,-2.4177,115.2494,72.7,99,100,1.03,overcast clouds
658,Xingcheng,CN,40.6167,120.7167,49.71,74,50,8.28,light rain
659,Zhezkazgan,KZ,47.8043,67.7144,29.57,68,0,12.19,clear sky
660,Senanga,ZM,-16.1167,23.2667,74.89,54,72,4.5,light rain
661,Barra Do Garcas,BR,-15.89,-52.2567,92.12,29,75,5.21,broken clouds
662,Gat,IL,31.61,34.7642,70.81,62,0,4.61,clear sky
663,Meadow Lake,US,34.8014,-106.5436,79.61,40,1,6.31,clear sky
664,San Isidro,PE,-12.1167,-77.05,64.26,75,75,1.01,broken clouds
665,Porto Novo,BJ,6.4965,2.6036,78.62,88,98,5.66,overcast clouds
666,Parczew,PL,51.6402,22.9006,50.61,50,100,15.82,overcast clouds
667,Sivas,TR,39.7916,37.0019,36.23,100,20,6.91,few clouds
668,Yarada,IN,17.65,83.2667,82.72,89,20,2.3,few clouds
669,Floro,NO,61.5996,5.0328,50.23,100,75,1.14,broken clouds
670,Bien Hoa,VN,10.95,106.8167,76.98,93,100,4.63,overcast clouds
671,Qujing,CN,25.4833,103.7833,59.52,93,92,3.56,overcast clouds
672,Moree,AU,-29.4667,149.85,60.82,63,76,9.22,broken clouds
673,Tres Lagoas,BR,-20.7511,-51.6783,84.16,49,34,7.25,scattered clouds
674,Prato,IT,43.8843,11.0909,61.34,74,75,1.01,broken clouds
